Estacion;NombreEstacion;longitud2;latitud2;altitud;anio;ene;feb;mar;abr;may;jun;jul;ago;sep;oct;nov;dic
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1971;30,4;113,6;358,5;50,1;0,8;6,5;0;0,7;4,3;1;1,9;14,6
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1972;113,9;168,2;386;210,2;39,2;164,3;15;12,6;30,4;0,3;31,7;39,9
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1973;255,9;;469,7;164,5;154,4;26,5;2,4;4;7,3;7,6;1,2;11,9
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1974;14;67,3;103,6;94,1;54,2;4,1;16,6;0;;1,9;1,6;56,7
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1975;137,9;233,5;396,3;124,1;72,6;27,5;;4,3;7,1;8,7;0,2;5,9
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1976;201,2;224,5;175,8;129;153,9;75,7;2,5;21;1,3;1,3;2,1;7,4
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1977;91,1;360,1;214,5;130,4;26,1;47,2;11,9;0;6;7,6;0,7;21,3
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1978;175,7;176,4;184,2;72,6;86,8;0;0;1;0,2;0,3;0;2,4
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1979;41,8;104,4;221;74,2;10,3;17;0;0;25,6;8;0;0
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1980;54,9;84,8;213,1;130,5;75;23,3;0;3,2;0;0;0,2;0,1
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1981;57,7;165,5;244;120;0,4;1,5;0;0;0;0;0;0
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1982;26,3;45;60;91,2;51,3;0,4;0,5;0;59;;81,2;254,1
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1983;351,1;220;464,2;379,4;;266,6;181,6;10,8;38;0;41,2;4,2
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1984;24,2;321,6;296,3;242,6;11,7;27,6;5,4;0;0;;;
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1985;40,6;63,9;94,3;81,7;12,9;5,6;;;;;;
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1986;333,6;55,4;151,8;172,8;9,2;0;7,7;0;0,2;1,4;0;7,7
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1987;144,1;295,2;231,5;118,4;9,3;9,4;0;4,3;0,4;8;0;22,5
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;1988;105,1;170,5;;;;;;;;;;
M0044;PEDRO PABLO GOMEZ;-80,55722222;-1,625555556;380;2013;;;;;;;;;;;;
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1974;;;;;;148,7;309,7;113,6;165,9;91,7;98,9;108,8
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1975;71,9;98,2;101,9;106,8;198,2;274,1;246,6;241,4;94;138,1;43,9;
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1976;74,2;40,2;78,3;208,6;211,1;314,4;300,4;212;54,7;55,8;82,9;42,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1977;24,1;90,3;119,1;164,6;116,7;198,6;130,8;176;114,5;64;27,8;62,5
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1978;51,3;66;163,4;209,2;151,3;333,4;165;150;172,5;105,3;46,9;43,9
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1979;38,2;24,7;123,6;166;149,3;121,1;117;99,6;61,5;30,7;103,8;75,5
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1980;99,4;47,3;153,6;217,3;161,4;213,5;233,2;211,2;142,3;203,2;60,7;103,6
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1981;76,4;93,3;199,1;118,6;127,4;109,1;184,3;138,2;98,6;54,2;98,3;73
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1982;74,3;32,3;82,2;150,4;137,4;66,8;159,7;154,1;72,3;;68,6;74,1
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1983;74,8;137,8;95,2;175,9;155,2;76,9;122;103,8;93,6;122,7;55,5;84,5
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1984;39,4;152,9;121,6;192,5;139,1;169,2;258,2;80,5;96,4;48,2;91,8;91,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1985;24,4;63,6;60;88;170;259,6;257,7;157,8;92,1;52,4;50,4;34,7
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1986;29,4;83,2;87,9;203,3;131,7;144;242,8;75,6;176,3;102,3;94,7;56,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1987;39,7;153,6;116,8;159,7;115,1;151,6;162,3;127,8;92,1;95,8;59,2;98,6
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1988;65,2;154,2;56,8;195,6;139,7;153,3;167,6;96;53,5;136,5;114,3;29,8
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1989;66,8;115,3;147,7;93,3;202,7;207;278,9;66,9;75,8;106,2;68,8;2
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1990;78,5;60,7;172,7;114,6;128,7;227,8;156,7;183,7;94,8;105;97,1;116
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1991;54,7;115,7;38,9;112,1;174;253,4;157,4;122,1;71,8;93,9;100,3;42,6
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1992;24,4;56,9;96,6;125,6;136,2;180,4;133,1;77,3;107,6;46,9;67,1;77
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1993;59,7;91,9;191,5;168,1;81,3;206,7;213,5;75,2;;99;64,2;103,2
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1994;;;;;;;279,6;;;102,4;114,4;56,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1995;50,5;46,7;76,6;123,4;165,1;118,7;178,7;55,6;110,2;46,7;85,2;112,1
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;1996;73,1;166,5;46,3;176,1;119,5;104,7;285;124,4;;;;
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2000;;;;;;;;165,9;166,4;56,8;45,1;83,8
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2001;55,4;54;77,1;184,4;92,3;342,5;121,4;140,1;82,3;37,5;101;104
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2002;33,4;63,1;83,5;129,5;137;180,6;172,5;100,2;53,6;106,8;137,1;74,8
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2003;65,9;67,4;106,2;135,6;255,2;126,9;140,3;;80,4;84,6;84;79,6
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2004;30,4;59,1;130,2;127,6;128,2;309,9;174,2;103,1;135,2;93,2;101;55,2
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2005;47,5;111,3;124,4;243,6;131,6;197,9;120,8;48,5;55,6;78,2;41,9;147,4
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2006;67,5;51,8;97,9;128;129,4;161,3;118;103,9;126,9;60;42,3;77
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2007;103,6;34,9;114;167,4;140,3;292,5;40,8;193;109,1;69,2;155,4;70,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2008;82,7;;120,8;116,6;166,7;121,7;151,1;146,7;120;116,8;106,9;39,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2009;110;72,9;66,5;138,7;163,5;130,6;138,2;163,8;64;74,1;54,2;56,9
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2010;33,3;105,5;81,9;151,2;181,2;208,9;174,6;110,2;77,2;62,4;94,7;80,6
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2011;51,3;46,8;88,5;182,1;250,2;126,2;278;109,4;160,3;59,2;122,1;142,9
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2012;101,7;85,1;102,1;110,5;160,6;142,3;180,2;193,1;51,2;81,4;100,1;70,9
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2013;82,3;111,8;94,4;46,5;147;208,2;224,7;81,5;119,8;150,9;53,8;42,4
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2014;77,5;44,3;141,1;129,6;173,6;153,6;157;136,1;74;130,4;58,3;78,3
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2015;74,3;44,3;133,3;220,4;133,7;297,5;281,1;92,2;87,6;327,7;85,5;69,8
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2016;17,3;132;152,2;198,1;165;388,1;;;;;;
M0045;PALMAS-AZUAY;-78,62972222;-2,716111111;2400;2017;;;;;;;;36;78,8;95,1;59,4;58
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1977;520,2;485,3;439,2;627,5;339,4;197,5;96,3;115,5;99,6;126;68,1;243
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1978;466,2;423,7;462;611,2;229,6;87,8;91,6;;;0;0;0
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1979;399,6;378,8;;;;;;0;;0;;0
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1980;;;;;;;28,6;71,7;27,1;147,4;103,4;194,7
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1981;292,2;406,7;690,2;524,4;108;54,8;137,5;118,2;195,1;60,7;96,3;203,5
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1982;494,8;466,3;597,8;682,9;416;77,5;189,1;33,8;148,8;534,6;748,1;722,1
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1983;710,1;490;601,9;605,9;775,7;349,9;312,5;;;;;430,3
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1984;372,7;724,8;514,3;552,1;196,6;200;50,2;81,6;206,7;174,3;152,3;436,9
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1985;344,6;355,1;535,6;517,3;288,9;312,8;42,2;80,9;65,6;30,7;108,2;391,1
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1986;507,4;447,9;503,5;586,2;298,4;94,3;35,9;81,9;76,1;105,7;131,2;257,4
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1987;578,3;545,4;809,7;346,7;;102;60,9;194,8;78,1;114,9;21,8;209,1
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1989;;400,8;483,8;508,3;281,3;;145,1;41,6;92,5;245,7;;
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1990;246,7;;497,8;707,9;382,5;223,7;62,3;53,9;;114,5;55;272,8
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1991;339,6;;;411,4;;;98,8;56,9;60,1;129;;302,1
M0046;PACHIJAL MASHPI;-78,95;0,189444444;560;1992;;;;;269,1;210,4;88,7;51,5;88,7;;;
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1960;23,1;8,8;8;1,9;0;0;0;2;0;0;0;1,1
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1961;24,6;150;10,6;49,3;0;0;0;0;0;1,2;0,1;7
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1962;4,2;3,5;86,9;37,2;24,8;0;0;0,1;0;0,4;0,1;7,5
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1963;2,2;5,6;14,4;0,4;0;0,1;0;0;0,2;0,4;0;6,9
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1964;12,7;14,5;71,7;20,2;0;0;0;0;0;0;0,6;1,5
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1965;5,2;32,9;138,9;107,3;1;13,3;0;0;0;0,3;0,5;0,6
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1966;31,8;59,8;58,4;34,1;5,5;0,9;0;1;;;0,4;0,1
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1967;42,6;232,6;9,5;8,8;;;;;;;;
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1975;122,2;187,8;240,3;4,7;0;5,8;0;0,2;0;0,1;0,3;1
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1976;96,3;127,1;58,2;178,9;10,2;1,3;1;0;0,1;0;0,3;2,2
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1977;35,4;46,9;45,1;44,4;0;0,6;0;0,4;3,9;0;;
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1978;44,2;43,4;63,1;4,9;1;;0;;0;0;0;0,5
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1979;62,8;37,2;4,9;0;0;0;0;0;0,9;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1980;23,4;18,9;13,7;23,5;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1981;55,6;101,1;4,5;0;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1982;10,8;0;0;2,4;4,1;0;0;0;2,8;1;18,9;62,6
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1983;377,4;173,4;163,8;428,8;424,5;177;218,6;15,4;20,7;0;0,8;22,1
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1984;0;119,4;39,7;8,9;0;0,4;0;0;0;0,4;0;23,9
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1986;162;5,1;0;44,7;0,6;0;0;0;0;1,6;0;2,3
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1987;29,2;342,5;133,7;58,8;0;0;0;3,7;0;0,5;2,5;0,6
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1988;66,1;22;2;9;8,3;0;0;0;3,5;0;1,5;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1989;92,6;153,3;146,2;33,5;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1990;42;24,4;6;4,5;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1991;27,5;70,1;1;9,7;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1992;56;80,8;227,8;186;87;7;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1993;24,7;118;48,7;4,6;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1994;23,1;50,3;132,3;19,9;9,6;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1995;13;24,9;4;0;1,6;1;0;0;0;0;0;
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1996;45,2;21,8;46,3;9,8;0;0;0;0;0;0;0;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1997;35;78,6;266,5;27,9;5,9;0;7,8;5,7;1,6;9,2;175,5;234,2
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1998;452,8;258,5;304,5;264,4;172,5;66,1;2,9;0;0;0;5,3;0
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;1999;5,9;323,9;69,3;43;3;0;0;0;1;0;;
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;2010;15,9;125,1;47,7;9,7;32,7;0;0;0;0;0;0;36,8
M0047;MANTA INOCAR;-80,73388889;-0,934166667;3;2011;49,6;40,3;0;34,7;0;0;0;0;0;0;0;0
M0048;ESPOCH 32;-77,91666667;-1,6;760;1979;;;;;;;;;;;633,2;377,6
M0048;ESPOCH 32;-77,91666667;-1,6;760;1980;316,1;169,4;294,1;669,7;;465,5;262,3;371;435,6;576,2;394,9;248,7
M0048;ESPOCH 32;-77,91666667;-1,6;760;1981;353,1;313,5;256,4;663,3;562,3;500,3;394;;188,1;305,8;297,8;528,4
M0048;ESPOCH 32;-77,91666667;-1,6;760;1982;471,1;535,8;772,4;620,8;298,1;503,5;229,7;449,7;323;232,1;338,4;237,9
M0048;ESPOCH 32;-77,91666667;-1,6;760;1983;313,8;325,7;396,2;496,3;309,1;294,4;243;215,5;345,3;548,2;506,9;277,7
M0048;ESPOCH 32;-77,91666667;-1,6;760;1984;636,8;338,7;540,7;364,6;570,9;702,8;346,7;329,9;338,8;271;352,4;467
M0048;ESPOCH 32;-77,91666667;-1,6;760;1985;177,6;61,9;280,6;463,7;414,3;361;;540,4;369,4;380,6;;
M0049;PAJAN;-80,43333333;-1,55;130;1981;;;;;;0;0;0;0;;0;
M0049;PAJAN;-80,43333333;-1,55;130;1982;88,3;42,4;65,1;70,4;26,2;0;0;0;26,3;17,9;194,6;364
M0049;PAJAN;-80,43333333;-1,55;130;1983;;;;;;;246,5;42,1;55,5;0;45;4
M0049;PAJAN;-80,43333333;-1,55;130;1984;15,9;550,1;236,7;371,1;65,3;19,3;0;0;;;;
M0049;PAJAN;-80,43333333;-1,55;130;1985;39,9;57,4;104;157,1;;;;;;;;
M0049;PAJAN;-80,43333333;-1,55;130;1986;372,5;196;171,8;204,6;25,3;0;0;1,4;0,3;5;0;11
M0049;PAJAN;-80,43333333;-1,55;130;1987;182,8;463,6;387,7;249,5;27,4;28,2;0;0;7,8;0,2;0;18,5
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1964;;;;;;;;;26,4;;;
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1972;;;179;57,3;331;633,1;731,1;225,7;449,8;192,5;159,5;106,8
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1973;215,1;103,7;307,9;165,4;288,8;393,9;455,8;522,6;249;126,9;157;101,8
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1974;82,1;86,2;34,7;169;389,1;498,5;709;407,1;332,5;214,3;271,8;154,2
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1975;167,9;138,9;223,2;277,4;444,2;617,2;540,1;549,3;245,1;224,7;84,2;72,3
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1976;210,8;53,2;165,8;408;560;776,1;915,8;518,3;231,9;65,2;250;129,6
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1977;110,7;237,4;307;375;375,2;472,8;444;306,4;292,6;158;95,6;256
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1978;127,6;145,6;250,6;439,9;275,7;577,5;426,3;389,3;459,8;222,3;186,6;109,4
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1979;111,6;70,3;;292,9;320,6;335,8;398,5;213,8;192,8;123,8;194,8;281,3
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1980;276,4;43,1;383,6;381,7;337,8;721,4;594,5;350,2;328,6;333,9;146,5;
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1981;;232;158,6;;;;13;;61,7;;;
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1982;;;;;360,5;420,1;510,8;;;200,4;189,2;160
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1983;199,8;122;161,2;183,3;329,5;221,5;297,2;224,8;403;227,1;150,5;191,5
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1984;57,1;325,6;196,2;227,8;383,5;483,8;572,9;313,7;178;149,5;156,2;203,3
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1985;29,7;144,1;152,1;150,9;367,2;780,5;575;436,1;300,9;143,5;155,9;90,2
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1986;213,4;81,8;175,6;432,6;339,1;436,6;672,3;196,2;381,3;199,2;329,2;222
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1991;172,4;;;;;;;;;;;56,9
M0050;ARENALES-COLA DE SAN PABLO;-78,55;-2,576944444;2200;1992;;105,9;;271,5;421,7;579,2;562,9;344,4;323,2;205,2;155,3;113,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1980;;;;;;1,5;0;0,7;0,1;4,6;7,2;3,6
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1981;194,5;521,9;403,8;190,3;3,6;0;8,2;0,6;0,5;0,4;1,4;49,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1982;249,4;249,7;121,7;149,1;6,9;0,5;0,2;0;2,8;20,6;351,8;616,9
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1983;1047,2;722,1;846,6;400,2;737,4;433,5;455,1;51,6;143,6;50,2;95,6;189,1
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1984;25,4;689,6;565,1;479,6;6,5;49,2;1,3;0,3;7,2;2,8;27;113
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1985;210,3;120,6;307,5;123;21,6;0,2;0;0,8;0,4;0,6;6,3;102,9
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1986;752,4;440,4;361,4;389,6;4;1;0,2;0,7;2,1;10,5;8,3;89,6
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1987;712,9;959,5;590,6;562,9;164,7;0,1;3,1;4,2;0,7;3,7;1,2;31,6
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1988;552,5;365,2;50,5;541,3;104,2;10,9;1,6;0,1;1,1;2,7;4,7;75
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1989;528;745;775,6;289,1;22,8;11,1;1,4;1,4;0,3;6,7;7,8;17,4
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1990;206,6;330,8;282,3;283;32,1;35,3;0,3;0,1;0,6;2,9;1,2;128,8
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1991;198;758,3;326,7;101,2;14,8;1;2,7;0;0,3;3,4;5,9;124,2
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1992;473,2;698,9;787,4;621;688,3;131,6;4,4;0,6;0,6;0,1;11,1;30,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1993;224,9;919,5;519,4;466,4;84,6;23,3;0,6;0,6;0,7;5,1;1,3;131,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1994;476,5;507,9;609;380,7;35,3;0,8;0,3;0,1;0;4,2;26,5;261
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1995;503,8;323,5;131;279,6;51,5;1,8;8,4;1,8;0,3;1,3;13,9;39,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1996;214,4;616,8;263,7;61,4;6,2;2,4;3,6;0,5;0;2;0,2;92,1
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1997;438,3;566,1;764,3;412,2;206,2;219,5;90,6;51,9;234,4;84;560,6;916,4
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1998;761,3;740,7;812,6;1024,9;690,1;210,9;62,8;10,4;2;1,1;4,7;50,4
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;1999;167;501,9;1109,8;484,8;179,3;5,6;1,8;0,5;11,9;3,1;13;143,7
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2000;223,3;407,7;732,5;209;207;10,4;0,4;0,5;8;0;0;54,2
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2001;562,6;608;664,2;430,8;25,2;0,3;1,9;0,6;0,5;1,3;1,5;6,8
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2002;77,1;540,6;565;552,3;101;5,2;0,2;0,3;0,4;13,9;5,9;63,8
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2003;177,8;491;344,2;397;38,4;9;3,5;1,5;0,4;6;32,5;21
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2004;104,9;356,5;300,5;243,8;91,3;23,8;1,1;0;;6,2;0,6;1,6
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2005;35,2;109,2;282,2;327,9;1,9;;1,6;0,1;0;0,8;0,5;160,6
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2006;276,7;618,4;371,8;77;20,2;3,8;0,4;1,6;1,6;0,7;13,5;44,1
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2007;264,9;243,9;415,8;349,2;53,8;17,8;1,2;0,4;0;3,3;2;47,3
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2008;516,7;652,4;836,4;623,2;105,9;2,9;1,1;4,4;3,3;2,8;6,7;3,8
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2009;437,3;467;322,8;72,7;55;17,5;0;0;0;2,6;0,2;102,1
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2010;207,3;632,6;259,7;381,9;142,1;4,9;7,3;0,8;2,2;0;6,5;373,7
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2011;261,6;350,2;154,3;575,7;1,9;31,6;103,3;0,4;3,5;0,3;8,6;58,4
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2012;175,8;;;;;;;;;;;
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2013;211,1;561,5;877,3;239,3;12,8;3,7;0;0;0,2;0,1;0,8;2,2
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2014;458;438,8;86;128,1;472,8;;;;;;;
M0051;BABAHOYO-UTB;-79,54722222;-1,796944444;7;2017;;;;;435,9;29,9;0,2;0,2;0;2,9;0,8;42,8
M0052;EL COCA AEROPUERTO;-76,93333333;-0,45;298;1984;;;;;;10,9;;;;;;
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1960;16,9;60,2;;38,4;29;8,3;21,7;28,2;12;33,5;;
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1961;;22,6;49,1;104,8;5,5;40,8;;1;7,4;158,2;64,1;15,5
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1962;29,8;55,9;87,3;64,4;57;85,9;1,1;6,2;25,9;38,8;107,9;37,6
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1963;74,5;177,1;77;104,4;20,6;0;0,5;0;0,7;61,1;166,5;50,8
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1964;2,3;18,2;2,5;94,1;58,9;116,4;13,3;31,6;12;38,1;64,7;48,2
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1965;21;11,5;13,1;84,7;53,7;6,9;2,3;5,3;13,7;90,7;149,3;42,3
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1966;3,9;19,8;76,3;79,7;47,2;30,4;18,1;37;35,9;76,5;61,2;56,3
M0053;IBARRA AEROPUERTO - DAC;-78,1;0,333333333;2214;1967;26,6;60,5;53,2;96,7;44,8;37,5;16,1;5,1;22,5;115,1;38,8;43,5
